test,run,start,minute,stress_min,rds_ohm,package_temp_C,flange_temp_C,drain_current_A,drain_source_V,samples
11,7,2010-03-26T07:10:35.128000,231,791.0,2.0132,133.16118,209.32488,2.39061,5.0298,78
11,7,2010-03-26T07:10:35.128000,232,792.0,2.03441,133.04891,209.32286,2.34994,5.03539,79
11,7,2010-03-26T07:10:35.128000,233,793.0,2.03831,133.1505,209.22966,2.36411,5.02669,77
11,7,2010-03-26T07:10:35.128000,234,794.0,1.99412,132.6755,209.25348,2.38728,5.02529,78
11,7,2010-03-26T07:10:35.128000,235,795.0,2.00907,132.93299,209.10955,2.39192,5.01835,80
11,7,2010-03-26T07:10:35.128000,236,796.0,2.02992,133.17753,209.37956,2.35466,5.03298,78
11,7,2010-03-26T07:10:35.128000,237,797.0,2.01506,133.03329,209.21637,2.33707,5.02774,77
11,7,2010-03-26T07:10:35.128000,238,798.0,2.03527,133.16118,209.25361,2.39106,5.02285,80
11,7,2010-03-26T07:10:35.128000,239,799.0,1.9872,133.11529,209.48808,2.37435,5.03001,77
12,1,2010-04-13T17:08:07.368000,0,0.0,,36.33492,41.88119,0.07024,5.5819,0
12,1,2010-04-13T17:08:07.368000,1,1.0,,65.23193,99.15138,0.07015,5.58141,0
12,1,2010-04-13T17:08:07.368000,2,2.0,,70.35699,105.48048,0.07018,5.58125,0
12,1,2010-04-13T17:08:07.368000,3,3.0,,97.55639,152.87317,0.07039,5.58084,0
12,1,2010-04-13T17:08:07.368000,4,4.0,,122.55285,199.21425,0.07034,5.58066,0
12,1,2010-04-13T17:08:07.368000,5,5.0,1.86411,147.06511,247.16323,2.64569,5.00384,64
12,1,2010-04-13T17:08:07.368000,6,6.0,1.87031,148.64447,248.37407,2.60192,5.01981,92
12,1,2010-04-13T17:08:07.368000,7,7.0,1.87067,149.6198,249.00335,2.56549,5.02451,91
12,1,2010-04-13T17:08:07.368000,8,8.0,1.85931,149.88417,249.01724,2.60572,5.01706,90
12,1,2010-04-13T17:08:07.368000,9,9.0,1.8683,149.94901,248.63583,2.60377,5.01489,91
12,1,2010-04-13T17:08:07.368000,10,10.0,1.88228,150.47363,248.89342,2.60617,5.0162,88
12,1,2010-04-13T17:08:07.368000,11,11.0,1.87816,150.83675,248.93335,2.58958,5.01594,90
12,1,2010-04-13T17:08:07.368000,12,12.0,1.86819,151.01678,248.58511,2.60455,5.01444,91
12,1,2010-04-13T17:08:07.368000,13,13.0,1.86765,151.02892,248.5775,2.61299,5.01197,89
12,1,2010-04-13T17:08:07.368000,14,14.0,1.8559,151.40176,248.84896,2.61136,5.01068,89
12,1,2010-04-13T17:08:07.368000,15,15.0,1.85923,151.59029,248.87141,2.60685,5.01268,90
12,1,2010-04-13T17:08:07.368000,16,16.0,1.87633,151.54342,248.6488,2.57419,5.02227,88
12,1,2010-04-13T17:08:07.368000,17,17.0,1.85889,151.59377,248.7001,2.61702,5.01228,91
12,1,2010-04-13T17:08:07.368000,18,18.0,1.86487,151.59037,248.61261,2.59767,5.01205,89
12,1,2010-04-13T17:08:07.368000,19,19.0,1.88136,151.82115,248.91615,2.58725,5.01771,89
12,1,2010-04-13T17:08:07.368000,20,20.0,1.86611,151.89165,248.94257,2.60328,5.01908,90
12,1,2010-04-13T17:08:07.368000,21,21.0,1.87887,151.90631,248.74468,2.57603,5.02088,90
12,1,2010-04-13T17:08:07.368000,22,22.0,1.86122,151.61838,248.81185,2.60037,5.01301,90
12,1,2010-04-13T17:08:07.368000,23,23.0,1.867,152.07686,248.70375,2.58666,5.01709,88
12,1,2010-04-13T17:08:07.368000,24,24.0,1.85477,152.27858,248.86156,2.60939,5.01171,91
12,1,2010-04-13T17:08:07.368000,25,25.0,1.8888,152.05355,248.88946,2.57543,5.01808,88
12,1,2010-04-13T17:08:07.368000,26,26.0,1.87257,152.14502,248.87516,2.60611,5.01176,91
12,1,2010-04-13T17:08:07.368000,27,27.0,1.8701,152.32828,248.90599,2.61078,5.00938,89
12,1,2010-04-13T17:08:07.368000,28,28.0,1.87179,152.0066,248.7666,2.60632,5.00818,90
12,1,2010-04-13T17:08:07.368000,29,29.0,1.85874,152.23244,248.74422,2.56958,5.02033,89
12,1,2010-04-13T17:08:07.368000,30,30.0,1.87835,152.26628,248.82148,2.58407,5.01509,90
12,1,2010-04-13T17:08:07.368000,31,31.0,1.85837,152.25146,248.71913,2.58773,5.01373,90
12,1,2010-04-13T17:08:07.368000,32,32.0,1.86105,152.26037,248.74078,2.58328,5.01513,90
12,1,2010-04-13T17:08:07.368000,33,33.0,1.86024,152.27016,248.93174,2.59372,5.01086,89
12,1,2010-04-13T17:08:07.368000,34,34.0,1.86987,152.05614,248.52806,2.59607,5.01154,89
12,2,2010-04-14T08:12:32.092000,0,35.0,,35.82917,41.93982,0.06249,5.58343,0
12,2,2010-04-14T08:12:32.092000,1,36.0,,68.52549,100.11096,0.06251,5.58302,0
12,2,2010-04-14T08:12:32.092000,2,37.0,,88.21934,147.23959,0.0627,5.58266,0
12,2,2010-04-14T08:12:32.092000,3,38.0,,101.42241,182.80781,0.06273,5.58208,0
12,2,2010-04-14T08:12:32.092000,4,39.0,1.81015,121.83477,204.43008,2.73043,4.97902,16
12,2,2010-04-14T08:12:32.092000,5,40.0,1.81318,142.24165,238.7159,2.65825,4.99169,89
12,2,2010-04-14T08:12:32.092000,6,41.0,1.81354,143.26805,238.8081,2.65214,4.99637,87
12,2,2010-04-14T08:12:32.092000,7,42.0,1.81156,143.69561,238.8858,2.65227,4.99565,85
12,2,2010-04-14T08:12:32.092000,8,43.0,1.80487,144.471,238.7511,2.66868,4.9955,85
12,2,2010-04-14T08:12:32.092000,9,44.0,1.81379,144.98477,238.77881,2.64051,5.00036,86
12,2,2010-04-14T08:12:32.092000,10,45.0,1.82395,145.01238,238.92651,2.64024,4.99788,85
12,2,2010-04-14T08:12:32.092000,11,46.0,1.83088,145.11785,238.72731,2.63116,5.0022,85
12,2,2010-04-14T08:12:32.092000,12,47.0,1.81806,145.23207,238.72236,2.6548,4.99758,84
12,2,2010-04-14T08:12:32.092000,13,48.0,1.81892,145.85018,238.66289,2.63319,5.00128,84
12,2,2010-04-14T08:12:32.092000,14,49.0,1.81789,145.74292,238.57142,2.64355,4.99227,87
12,2,2010-04-14T08:12:32.092000,15,50.0,1.81131,145.94675,238.79293,2.62749,4.99506,83
12,2,2010-04-14T08:12:32.092000,16,51.0,1.81107,146.11949,238.75581,2.65378,4.99079,86
12,2,2010-04-14T08:12:32.092000,17,52.0,1.80935,145.53465,238.73837,2.63629,4.99612,85
12,2,2010-04-14T08:12:32.092000,18,53.0,1.80454,146.15559,238.53879,2.66233,4.99155,85
12,2,2010-04-14T08:12:32.092000,19,54.0,1.81821,146.25427,238.71059,2.6351,5.00054,84
12,2,2010-04-14T08:12:32.092000,20,55.0,1.83007,146.29895,238.7887,2.60327,5.00285,84
12,2,2010-04-14T08:12:32.092000,21,56.0,1.82034,146.44651,238.75131,2.62877,4.9948,86
12,2,2010-04-14T08:12:32.092000,22,57.0,1.83693,146.20375,238.86197,2.63347,4.99091,86
12,2,2010-04-14T08:12:32.092000,23,58.0,1.81072,146.41559,238.7814,2.62519,4.99414,85
12,2,2010-04-14T08:12:32.092000,24,59.0,1.85234,146.27199,238.88141,2.6202,4.99258,85
12,2,2010-04-14T08:12:32.092000,25,60.0,1.82422,145.81845,238.79005,2.64308,4.97829,84
12,2,2010-04-14T08:12:32.092000,26,61.0,1.82601,146.66782,238.76394,2.63485,4.98448,86
12,2,2010-04-14T08:12:32.092000,27,62.0,1.81723,146.74877,238.98677,2.63621,4.97907,85
12,2,2010-04-14T08:12:32.092000,28,63.0,1.81725,146.61586,238.77502,2.6134,4.98523,86
12,2,2010-04-14T08:12:32.092000,29,64.0,1.81295,146.67883,238.73415,2.64764,4.97549,85
12,2,2010-04-14T08:12:32.092000,30,65.0,1.82851,146.31587,238.69485,2.64459,4.97943,87
12,2,2010-04-14T08:12:32.092000,31,66.0,1.80975,146.90427,238.84134,2.63162,4.98205,85
12,2,2010-04-14T08:12:32.092000,32,67.0,1.8126,146.79588,238.93563,2.62671,4.98304,85
12,2,2010-04-14T08:12:32.092000,33,68.0,1.81173,146.71898,238.78687,2.63028,4.9765,87
12,2,2010-04-14T08:12:32.092000,34,69.0,1.8214,146.5919,238.79032,2.62743,4.98234,85
12,3,2010-04-14T09:04:23.684000,0,70.0,,38.158,41.7223,0.06448,5.58294,0
12,3,2010-04-14T09:04:23.684000,1,71.0,,69.78194,100.21626,0.06411,5.58236,0
12,3,2010-04-14T09:04:23.684000,2,72.0,,71.06106,101.00216,0.06362,5.5826,0
12,3,2010-04-14T09:04:23.684000,3,73.0,,93.18413,148.18472,0.06368,5.58203,0
12,3,2010-04-14T09:04:23.684000,4,74.0,,106.5478,192.5406,2.88591,4.92373,0
12,3,2010-04-14T09:04:23.684000,5,75.0,1.76219,123.04898,205.34475,2.78249,4.96196,28
12,3,2010-04-14T09:04:23.684000,6,76.0,1.75507,138.295,229.0757,2.71236,4.97633,83
12,3,2010-04-14T09:04:23.684000,7,77.0,1.75532,138.80383,229.49941,2.72905,4.95972,81
12,3,2010-04-14T09:04:23.684000,8,78.0,1.76689,139.56457,229.60573,2.68701,4.96643,81
12,3,2010-04-14T09:04:23.684000,9,79.0,1.7621,139.6324,229.29309,2.69941,4.95734,83
12,3,2010-04-14T09:04:23.684000,10,80.0,1.78236,140.19725,229.17059,2.65408,4.97365,81
12,3,2010-04-14T09:04:23.684000,11,81.0,1.77601,140.12181,229.38441,2.6889,4.96507,81
12,3,2010-04-14T09:04:23.684000,12,82.0,1.76441,140.34036,229.23432,2.67801,4.96401,82
12,3,2010-04-14T09:04:23.684000,13,83.0,1.7521,140.55147,229.43747,2.70481,4.96156,79
12,3,2010-04-14T09:04:23.684000,14,84.0,1.77129,140.71693,229.42024,2.6704,4.96169,81
12,3,2010-04-14T09:04:23.684000,15,85.0,1.74733,140.96689,229.21893,2.6735,4.96118,81
12,3,2010-04-14T09:04:23.684000,16,86.0,1.76993,140.94261,229.37114,2.68911,4.95418,81
12,3,2010-04-14T09:04:23.684000,17,87.0,1.76388,140.80055,229.30459,2.68282,4.95777,82
12,3,2010-04-14T09:04:23.684000,18,88.0,1.77967,141.21168,229.49544,2.6677,4.96506,80
12,3,2010-04-14T09:04:23.684000,19,89.0,1.76687,140.9044,229.32971,2.68502,4.95677,80
12,3,2010-04-14T09:04:23.684000,20,90.0,1.7727,141.0561,229.27382,2.66094,4.95942,82
12,3,2010-04-14T09:04:23.684000,21,91.0,1.75212,141.39308,229.33135,2.69292,4.95352,80
12,3,2010-04-14T09:04:23.684000,22,92.0,1.76443,141.15736,229.3627,2.67499,4.9591,80
12,3,2010-04-14T09:04:23.684000,23,93.0,1.76585,141.07973,229.35513,2.66653,4.95824,82
12,3,2010-04-14T09:04:23.684000,24,94.0,1.75743,141.46156,229.37974,2.6741,4.96217,80
12,3,2010-04-14T09:04:23.684000,25,95.0,1.75956,141.5366,229.32357,2.69053,4.95398,82
12,3,2010-04-14T09:04:23.684000,26,96.0,1.76493,141.45517,229.39746,2.68541,4.9574,80
12,3,2010-04-14T09:04:23.684000,27,97.0,1.7606,141.34605,229.41134,2.68421,4.9652,82
12,3,2010-04-14T09:04:23.684000,28,98.0,1.78322,141.50446,229.3943,2.67132,4.96482,81
12,3,2010-04-14T09:04:23.684000,29,99.0,1.76239,141.28777,229.32765,2.66231,4.9679,80
12,3,2010-04-14T09:04:23.684000,30,100.0,1.77813,141.38968,229.26,2.64723,4.9675,81
12,3,2010-04-14T09:04:23.684000,31,101.0,1.76483,141.50989,229.31568,2.67402,4.9718,79
12,3,2010-04-14T09:04:23.684000,32,102.0,1.77216,141.43153,229.26554,2.6673,4.96251,81
12,3,2010-04-14T09:04:23.684000,33,103.0,1.77433,141.38296,229.40359,2.67689,4.95913,81
12,3,2010-04-14T09:04:23.684000,34,104.0,1.76708,141.55667,229.32413,2.66269,4.96293,81
12,4,2010-04-14T12:51:01.542000,0,105.0,,36.516,41.71111,0.06327,5.58246,0
12,4,2010-04-14T12:51:01.542000,1,106.0,,69.10757,100.35176,0.06329,5.5817,0
12,4,2010-04-14T12:51:01.542000,2,107.0,,93.01301,148.52327,0.06323,5.58153,0
12,4,2010-04-14T12:51:01.542000,3,108.0,,111.02546,194.76201,2.9354,4.94649,0
12,4,2010-04-14T12:51:01.542000,4,109.0,1.67644,124.41366,214.00721,2.79876,4.97283,32
12,4,2010-04-14T12:51:01.542000,5,110.0,1.70115,132.55214,218.98995,2.75851,4.98056,78
12,4,2010-04-14T12:51:01.542000,6,111.0,1.70183,133.02827,219.23157,1.40635,5.34911,74
12,4,2010-04-14T12:51:01.542000,7,112.0,1.7071,133.34008,218.18901,2.74103,4.99086,75
12,4,2010-04-14T12:51:01.542000,8,113.0,1.69435,134.16727,219.92336,0.06431,5.58099,73
12,4,2010-04-14T12:51:01.542000,9,114.0,1.70378,134.93198,219.24095,2.73397,4.98044,76
12,4,2010-04-14T12:51:01.542000,10,115.0,1.71218,134.98338,220.21116,0.06497,5.58112,72
12,4,2010-04-14T12:51:01.542000,11,116.0,1.70206,135.43644,219.50484,2.73011,5.04122,75
12,4,2010-04-14T12:51:01.542000,12,117.0,1.69142,135.18769,219.8333,0.0653,5.5811,73
12,4,2010-04-14T12:51:01.542000,13,118.0,1.68804,135.69385,219.55774,0.06526,5.58123,72
12,4,2010-04-14T12:51:01.542000,14,119.0,1.70085,135.50953,219.41733,2.77304,4.97475,75
12,4,2010-04-14T12:51:01.542000,15,120.0,1.7081,136.44228,220.32729,0.06545,5.58113,73
12,4,2010-04-14T12:51:01.542000,16,121.0,1.70494,135.98842,219.51715,0.06584,5.58119,73
12,4,2010-04-14T12:51:01.542000,17,122.0,1.71486,136.32888,219.55946,2.73439,4.98247,75
12,4,2010-04-14T12:51:01.542000,18,123.0,1.70919,136.0076,219.98768,0.0662,5.58127,72
12,4,2010-04-14T12:51:01.542000,19,124.0,1.7118,136.0641,219.46967,2.733,5.12129,75
12,4,2010-04-14T12:51:01.542000,20,125.0,1.70647,136.34701,219.86607,0.06623,5.58098,73
12,4,2010-04-14T12:51:01.542000,21,126.0,1.70279,135.97093,219.54109,0.06656,5.58116,72
12,4,2010-04-14T12:51:01.542000,22,127.0,1.71367,135.86756,219.59718,0.0669,5.58112,73
12,4,2010-04-14T12:51:01.542000,23,128.0,1.71037,136.51522,219.5321,0.06705,5.58109,73
12,4,2010-04-14T12:51:01.542000,24,129.0,1.68443,136.37259,219.51669,1.40132,5.29362,74
12,4,2010-04-14T12:51:01.542000,25,130.0,1.70648,136.7494,220.11208,0.06709,5.58125,72
12,4,2010-04-14T12:51:01.542000,26,131.0,1.68294,136.68739,219.44001,0.06713,5.58098,73
12,4,2010-04-14T12:51:01.542000,27,132.0,1.70235,136.62377,219.46742,2.75601,4.98078,75
12,4,2010-04-14T12:51:01.542000,28,133.0,1.70344,136.55448,220.05845,0.06696,5.58134,72
12,4,2010-04-14T12:51:01.542000,29,134.0,1.70832,136.53537,219.54084,0.06699,5.58115,73
12,4,2010-04-14T12:51:01.542000,30,135.0,1.70003,136.72932,219.56436,2.75331,4.98679,75
12,4,2010-04-14T12:51:01.542000,31,136.0,1.69807,136.47839,220.10929,0.0672,5.58126,72
12,4,2010-04-14T12:51:01.542000,32,137.0,1.70906,136.92837,219.4883,0.06739,5.58121,73
12,4,2010-04-14T12:51:01.542000,33,138.0,1.707,136.60904,219.60346,2.73181,4.98737,75
12,4,2010-04-14T12:51:01.542000,34,139.0,1.70558,136.48179,220.08652,0.06728,5.58103,72
12,5,2010-04-14T13:37:43.962000,0,140.0,,39.52163,41.9836,0.06515,5.58226,0
12,5,2010-04-14T13:37:43.962000,1,141.0,,39.46287,41.98388,0.06459,5.58237,0
12,5,2010-04-14T13:37:43.962000,2,142.0,,70.86541,100.78887,0.06452,5.58197,0
12,5,2010-04-14T13:37:43.962000,3,143.0,,93.11193,148.00045,0.06461,5.58163,0
12,5,2010-04-14T13:37:43.962000,4,144.0,,112.12148,194.84487,2.91024,4.95527,0
12,5,2010-04-14T13:37:43.962000,5,145.0,1.63901,124.71535,205.56838,0.06509,5.58105,34
12,5,2010-04-14T13:37:43.962000,6,146.0,1.64815,128.61877,209.78096,0.0651,5.58119,70
12,5,2010-04-14T13:37:43.962000,7,147.0,1.6505,129.26043,209.77461,0.0649,5.58128,69
12,5,2010-04-14T13:37:43.962000,8,148.0,1.64857,129.75979,209.76633,0.06489,5.58134,69
12,5,2010-04-14T13:37:43.962000,9,149.0,1.6323,130.25195,209.77327,0.06506,5.58121,69
12,5,2010-04-14T13:37:43.962000,10,150.0,1.6567,130.4506,209.84713,0.06521,5.58132,67
12,5,2010-04-14T13:37:43.962000,11,151.0,1.66903,130.31452,209.83039,0.06537,5.58125,68
12,5,2010-04-14T13:37:43.962000,12,152.0,1.65372,130.82052,209.73278,0.06575,5.58128,70
12,5,2010-04-14T13:37:43.962000,13,153.0,1.63852,131.03147,209.87182,0.06584,5.58125,66
12,5,2010-04-14T13:37:43.962000,14,154.0,1.66894,130.95247,209.86614,0.06588,5.58125,69
12,5,2010-04-14T13:37:43.962000,15,155.0,1.64878,130.97044,209.89869,0.06588,5.58124,68
12,5,2010-04-14T13:37:43.962000,16,156.0,1.66052,131.05737,209.89316,0.06606,5.58122,69
12,5,2010-04-14T13:37:43.962000,17,157.0,1.67225,131.02953,209.72382,0.06616,5.58121,69
12,5,2010-04-14T13:37:43.962000,18,158.0,1.65423,131.15759,209.88114,0.06644,5.58135,68
12,5,2010-04-14T13:37:43.962000,19,159.0,1.66827,131.21959,209.74745,0.06651,5.5812,67
12,5,2010-04-14T13:37:43.962000,20,160.0,1.64208,131.24145,209.78787,0.06672,5.58121,69
12,5,2010-04-14T13:37:43.962000,21,161.0,1.66699,131.13363,209.75524,0.06666,5.58116,70
12,5,2010-04-14T13:37:43.962000,22,162.0,1.66733,131.1707,209.87345,0.06658,5.58135,67
12,5,2010-04-14T13:37:43.962000,23,163.0,1.6601,131.06968,209.82302,0.06679,5.5812,69
12,5,2010-04-14T13:37:43.962000,24,164.0,1.66255,131.33454,209.82996,0.06707,5.58123,69
12,5,2010-04-14T13:37:43.962000,25,165.0,1.66323,131.40399,209.80149,0.06713,5.58123,68
12,5,2010-04-14T13:37:43.962000,26,166.0,1.66498,131.41678,209.77905,0.06729,5.58102,71
12,5,2010-04-14T13:37:43.962000,27,167.0,1.6931,131.40059,209.89881,0.06737,5.58121,69
12,5,2010-04-14T13:37:43.962000,28,168.0,1.67733,131.46964,209.80182,0.06735,5.58106,70
12,5,2010-04-14T13:37:43.962000,29,169.0,1.67781,131.33081,209.69966,0.06733,5.58127,70
12,5,2010-04-14T13:37:43.962000,30,170.0,1.64445,131.15087,209.71748,0.06756,5.58119,69
12,5,2010-04-14T13:37:43.962000,31,171.0,1.66752,131.61113,209.84843,0.0676,5.58114,71
12,5,2010-04-14T13:37:43.962000,32,172.0,1.65283,131.26784,209.82036,0.06746,5.58132,68
12,5,2010-04-14T13:37:43.962000,33,173.0,1.66563,131.59324,209.67321,0.06767,5.58117,71
12,5,2010-04-14T13:37:43.962000,34,174.0,1.66645,131.55892,209.89641,0.06744,5.58127,68
12,5,2010-04-14T13:37:43.962000,35,175.0,1.64618,131.68593,209.70905,0.06747,5.58101,71
12,5,2010-04-14T13:37:43.962000,36,176.0,1.671,131.5573,209.79546,0.06744,5.58133,68
12,5,2010-04-14T13:37:43.962000,37,177.0,1.68926,131.48995,209.79886,0.06769,5.58105,72
12,5,2010-04-14T13:37:43.962000,38,178.0,1.66834,131.53027,209.73169,0.06746,5.58107,69
12,5,2010-04-14T13:37:43.962000,39,179.0,1.68127,131.77335,209.81603,0.0675,5.58124,70
12,5,2010-04-14T13:37:43.962000,40,180.0,1.67456,131.60037,209.87063,0.06742,5.58121,68
12,5,2010-04-14T13:37:43.962000,41,181.0,1.68467,131.7111,209.70468,0.06752,5.58113,72
12,5,2010-04-14T13:37:43.962000,42,182.0,1.65526,131.41953,209.5982,0.06782,5.58124,68
12,5,2010-04-14T13:37:43.962000,43,183.0,1.65218,131.64262,209.76718,0.06765,5.58107,72
12,5,2010-04-14T13:37:43.962000,44,184.0,1.66991,131.70713,209.88191,0.06762,5.58121,68
12,5,2010-04-14T13:37:43.962000,45,185.0,1.66873,131.70042,209.69958,0.06744,5.58124,70
12,5,2010-04-14T13:37:43.962000,46,186.0,1.65477,131.53836,209.81513,0.06756,5.58112,70
12,5,2010-04-14T13:37:43.962000,47,187.0,1.68128,131.03188,209.74562,0.06767,5.58121,68
12,5,2010-04-14T13:37:43.962000,48,188.0,1.66321,131.18284,209.75275,0.06768,5.58114,70
12,5,2010-04-14T13:37:43.962000,49,189.0,1.67515,131.55941,209.79966,0.06746,5.58109,70
12,5,2010-04-14T13:37:43.962000,50,190.0,1.67237,131.47417,209.81043,0.06765,5.58101,68
12,5,2010-04-14T13:37:43.962000,51,191.0,1.67598,131.43102,209.66985,0.06754,5.58107,69
12,5,2010-04-14T13:37:43.962000,52,192.0,1.69292,131.60911,209.72987,0.06765,5.58098,69
12,5,2010-04-14T13:37:43.962000,53,193.0,1.68288,131.70398,209.7671,0.06765,5.58116,68
12,5,2010-04-14T13:37:43.962000,54,194.0,1.68021,132.06168,209.73882,0.06783,5.5809,70
12,5,2010-04-14T13:37:43.962000,55,195.0,1.69368,132.04217,209.84426,0.06785,5.58098,70
12,5,2010-04-14T13:37:43.962000,56,196.0,1.67042,131.774,209.65048,0.06763,5.58093,69
12,5,2010-04-14T13:37:43.962000,57,197.0,1.67313,131.97539,209.44317,0.06781,5.5809,71
12,5,2010-04-14T13:37:43.962000,58,198.0,1.67116,131.69604,209.42399,0.06774,5.58085,71
12,5,2010-04-14T13:37:43.962000,59,199.0,1.67453,131.95426,209.60771,0.06769,5.58109,69
12,5,2010-04-14T13:37:43.962000,60,200.0,1.68666,131.92423,209.35057,0.0677,5.58079,71
12,5,2010-04-14T13:37:43.962000,61,201.0,1.69647,131.60555,209.43961,0.0678,5.58084,69
12,5,2010-04-14T13:37:43.962000,62,202.0,1.66832,131.93362,209.53854,0.06805,5.5807,72
12,5,2010-04-14T13:37:43.962000,63,203.0,1.68923,131.77189,209.39924,0.06778,5.58083,69
12,5,2010-04-14T13:37:43.962000,64,204.0,1.66697,131.77942,209.40858,0.06804,5.58063,71
12,5,2010-04-14T13:37:43.962000,65,205.0,1.6866,132.06727,209.47486,0.06778,5.58095,70
12,5,2010-04-14T13:37:43.962000,66,206.0,1.7094,132.05359,209.65375,0.06772,5.58085,70
12,5,2010-04-14T13:37:43.962000,67,207.0,1.69765,131.93419,209.37248,0.06786,5.58078,72
12,5,2010-04-14T13:37:43.962000,68,208.0,1.68222,131.78525,209.59724,0.06793,5.58084,71
12,5,2010-04-14T13:37:43.962000,69,209.0,1.68685,132.10976,209.71428,0.06779,5.58079,69
12,5,2010-04-14T13:37:43.962000,70,210.0,1.66747,131.84669,209.60811,0.06803,5.58062,72
12,5,2010-04-14T13:37:43.962000,71,211.0,1.69265,131.87097,209.54484,0.06807,5.58056,72
12,5,2010-04-14T13:37:43.962000,72,212.0,1.68711,131.96835,209.62654,0.0679,5.58074,68
12,5,2010-04-14T13:37:43.962000,73,213.0,1.70652,132.0072,209.39299,0.06797,5.58074,72
12,5,2010-04-14T13:37:43.962000,74,214.0,1.67266,131.99158,209.48209,0.06786,5.58064,71
12,5,2010-04-14T13:37:43.962000,75,215.0,1.67509,131.76525,209.69901,0.0678,5.58087,69
12,5,2010-04-14T13:37:43.962000,76,216.0,1.70481,131.76946,209.34914,0.06765,5.58067,72
12,5,2010-04-14T13:37:43.962000,77,217.0,1.69021,131.61631,209.4073,0.06772,5.58076,68
12,5,2010-04-14T13:37:43.962000,78,218.0,1.68681,131.83155,209.45106,0.06793,5.58063,72
12,5,2010-04-14T13:37:43.962000,79,219.0,1.70456,131.96511,209.37253,0.06789,5.58062,70
12,5,2010-04-14T13:37:43.962000,80,220.0,1.70658,132.16805,209.68723,0.06791,5.58076,70
12,5,2010-04-14T13:37:43.962000,81,221.0,1.70058,131.95637,209.39339,0.06792,5.58069,72
12,5,2010-04-14T13:37:43.962000,82,222.0,1.69381,132.11867,209.32111,0.06781,5.58088,68
12,5,2010-04-14T13:37:43.962000,83,223.0,1.71882,131.95402,209.541,0.06773,5.58065,72
12,5,2010-04-14T13:37:43.962000,84,224.0,1.72026,131.94682,209.53896,0.06765,5.58091,68
12,5,2010-04-14T13:37:43.962000,85,225.0,1.70994,131.95556,209.41387,0.0679,5.58072,72
12,5,2010-04-14T13:37:43.962000,86,226.0,1.7261,132.09446,209.46268,0.06795,5.58074,70
12,5,2010-04-14T13:37:43.962000,87,227.0,1.70946,132.41113,209.65002,0.06801,5.58086,70
12,5,2010-04-14T13:37:43.962000,88,228.0,1.71914,132.21046,209.40857,0.06802,5.58062,72
12,5,2010-04-14T13:37:43.962000,89,229.0,1.73541,132.35147,209.40883,0.06808,5.58088,69
12,5,2010-04-14T13:37:43.962000,90,230.0,1.72246,132.36013,209.62249,0.06799,5.5806,71
12,5,2010-04-14T13:37:43.962000,91,231.0,1.71796,132.47046,209.43078,0.06827,5.58081,71
12,5,2010-04-14T13:37:43.962000,92,232.0,1.72174,132.61293,209.59043,0.06832,5.58061,70
12,5,2010-04-14T13:37:43.962000,93,233.0,1.7232,132.43201,209.62991,0.06789,5.58065,71
12,5,2010-04-14T13:37:43.962000,94,234.0,1.72466,132.59933,209.54832,0.06826,5.58054,72
12,5,2010-04-14T13:37:43.962000,95,235.0,1.71671,132.49313,209.3916,0.06828,5.58063,71
12,5,2010-04-14T13:37:43.962000,96,236.0,1.72766,132.75588,209.45861,0.06814,5.58073,69
12,5,2010-04-14T13:37:43.962000,97,237.0,1.72321,132.59585,209.47774,0.06821,5.58068,72
12,5,2010-04-14T13:37:43.962000,98,238.0,1.74246,132.5846,209.29058,0.06838,5.58046,72
12,5,2010-04-14T13:37:43.962000,99,239.0,1.74594,132.80882,209.36812,0.0683,5.58069,71
12,5,2010-04-14T13:37:43.962000,100,240.0,1.74223,132.92951,209.51764,0.068,5.58075,71
12,5,2010-04-14T13:37:43.962000,101,241.0,1.74312,132.89584,209.47816,0.06788,5.58058,71
12,5,2010-04-14T13:37:43.962000,102,242.0,1.74611,132.97282,209.35123,0.06781,5.58069,72
12,5,2010-04-14T13:37:43.962000,103,243.0,1.79374,133.05854,209.27246,0.06809,5.58039,73
12,5,2010-04-14T13:37:43.962000,104,244.0,1.8166,133.5511,209.23113,1.3384,5.28184,74
12,5,2010-04-14T13:37:43.962000,105,245.0,1.83505,133.60971,209.54617,0.06809,5.58062,72
12,5,2010-04-14T13:37:43.962000,106,246.0,1.84255,134.07265,209.17679,0.06785,5.58054,72
12,5,2010-04-14T13:37:43.962000,107,247.0,1.85094,133.8617,209.11408,2.57352,5.00063,76
12,5,2010-04-14T13:37:43.962000,108,248.0,1.84287,133.7869,209.95072,0.06823,5.58058,72
12,5,2010-04-14T13:37:43.962000,109,249.0,1.86324,133.73842,208.84008,2.53618,4.99827,75
12,5,2010-04-14T13:37:43.962000,110,250.0,1.8487,134.23114,210.71516,0.06856,5.58029,73
12,5,2010-04-14T13:37:43.962000,111,251.0,1.86905,133.69827,209.13073,0.06856,5.58074,73
12,5,2010-04-14T13:37:43.962000,112,252.0,1.85458,133.97891,209.34541,2.53216,5.00861,75
12,5,2010-04-14T13:37:43.962000,113,253.0,1.88307,133.69843,209.1115,0.06849,5.5806,73
12,5,2010-04-14T13:37:43.962000,114,254.0,1.9044,133.24836,208.98856,2.49684,5.00894,75
12,5,2010-04-14T13:37:43.962000,115,255.0,1.8883,133.43851,209.26229,0.06858,5.58042,73
