batch_id,batch_date,component_id,serial,socket,hour,leakage_nA,vth_V,rds_on_mOhm,gate_leak_nA
LOT-2602,2026-07-20,C-012,SN260200076,B4,96,51.6,2.9671,206.3,2.177
LOT-2602,2026-07-20,C-012,SN260200076,B4,168,52.28,2.958,206.43,2.223
LOT-2602,2026-07-20,C-013,SN260200077,B5,0,35.02,3.0348,196.93,2.827
LOT-2602,2026-07-20,C-013,SN260200077,B5,24,41.18,3.0299,197.7,3.248
LOT-2602,2026-07-20,C-013,SN260200077,B5,96,41.69,3.007,198.9,3.458
LOT-2602,2026-07-20,C-013,SN260200077,B5,168,44.6,3.008,199.99,3.521
LOT-2602,2026-07-20,C-014,SN260200078,B6,0,31.06,3.0588,203.71,2.433
LOT-2602,2026-07-20,C-014,SN260200078,B6,24,32.91,3.0402,205.02,2.731
LOT-2602,2026-07-20,C-014,SN260200078,B6,96,36.96,3.0161,205.81,2.445
LOT-2602,2026-07-20,C-014,SN260200078,B6,168,37.01,3.0049,206.19,2.583
LOT-2602,2026-07-20,C-015,SN260200079,B7,0,54.61,3.1732,203.8,2.352
LOT-2602,2026-07-20,C-015,SN260200079,B7,24,58.31,3.1698,204.26,2.279
LOT-2602,2026-07-20,C-015,SN260200079,B7,96,61.51,3.172,205.89,2.305
LOT-2602,2026-07-20,C-015,SN260200079,B7,168,65.53,3.1722,206.27,2.284
LOT-2602,2026-07-20,C-016,SN260200080,B8,0,34.98,3.0061,204.65,3.028
LOT-2602,2026-07-20,C-016,SN260200080,B8,24,39.66,2.9835,205.88,3.21
LOT-2602,2026-07-20,C-016,SN260200080,B8,96,45.63,2.9748,208.31,3.32
LOT-2602,2026-07-20,C-016,SN260200080,B8,168,51.65,2.949,208.71,3.334
LOT-2602,2026-07-20,C-017,SN260200081,C1,0,49.33,2.9331,205.0,2.792
LOT-2602,2026-07-20,C-017,SN260200081,C1,24,51.91,2.926,206.26,2.986
LOT-2602,2026-07-20,C-017,SN260200081,C1,96,54.23,2.9061,207.24,2.936
LOT-2602,2026-07-20,C-017,SN260200081,C1,168,55.45,2.8985,207.2,2.795
LOT-2602,2026-07-20,C-018,SN260200082,C2,0,49.11,3.042,205.95,1.77
LOT-2602,2026-07-20,C-018,SN260200082,C2,24,50.67,3.0319,207.37,1.935
LOT-2602,2026-07-20,C-018,SN260200082,C2,96,56.48,3.0157,208.49,1.898
LOT-2602,2026-07-20,C-018,SN260200082,C2,168,61.21,3.0047,210.05,2.069
LOT-2602,2026-07-20,C-019,SN260200083,C3,0,43.95,3.0434,208.02,3.06
LOT-2602,2026-07-20,C-019,SN260200083,C3,24,44.23,3.03,206.43,3.017
LOT-2602,2026-07-20,C-019,SN260200083,C3,96,46.1,3.0153,208.4,3.261
LOT-2602,2026-07-20,C-019,SN260200083,C3,168,46.2,3.017,208.2,3.388
LOT-2602,2026-07-20,C-020,SN260200084,C4,0,32.2,2.9646,210.53,2.108
LOT-2602,2026-07-20,C-020,SN260200084,C4,24,32.68,2.9578,212.06,2.094
LOT-2602,2026-07-20,C-020,SN260200084,C4,96,32.08,2.9418,213.1,2.359
LOT-2602,2026-07-20,C-020,SN260200084,C4,168,34.88,2.939,213.36,2.317
LOT-2602,2026-07-20,C-021,SN260200085,C5,0,51.39,3.0821,203.81,2.536
LOT-2602,2026-07-20,C-021,SN260200085,C5,24,50.78,3.0691,204.69,2.527
LOT-2602,2026-07-20,C-021,SN260200085,C5,96,54.97,3.0442,206.72,2.803
LOT-2602,2026-07-20,C-021,SN260200085,C5,168,55.48,3.0331,206.37,2.97
LOT-2602,2026-07-20,C-022,SN260200086,C6,0,34.04,2.9459,201.29,1.972
LOT-2602,2026-07-20,C-022,SN260200086,C6,24,34.56,2.9349,202.38,1.991
LOT-2602,2026-07-20,C-022,SN260200086,C6,96,36.94,2.9067,203.4,1.981
LOT-2602,2026-07-20,C-022,SN260200086,C6,168,37.52,2.8968,203.89,2.248
LOT-2602,2026-07-20,C-023,SN260200087,C7,0,63.07,2.9413,200.97,2.918
LOT-2602,2026-07-20,C-023,SN260200087,C7,24,64.61,2.9331,201.07,2.89
LOT-2602,2026-07-20,C-023,SN260200087,C7,96,68.21,2.9363,201.01,3.403
LOT-2602,2026-07-20,C-023,SN260200087,C7,168,69.84,2.9344,200.92,3.119
LOT-2602,2026-07-20,C-024,SN260200088,C8,0,43.06,2.9343,211.38,1.731
LOT-2602,2026-07-20,C-024,SN260200088,C8,24,42.36,2.9243,212.23,1.772
LOT-2602,2026-07-20,C-024,SN260200088,C8,96,45.17,2.9119,214.22,1.888
LOT-2602,2026-07-20,C-024,SN260200088,C8,168,46.53,2.9002,214.29,1.977
LOT-2602,2026-07-20,C-025,SN260200089,D1,0,54.72,3.001,206.02,2.891
LOT-2602,2026-07-20,C-025,SN260200089,D1,24,56.82,2.9758,206.13,2.955
LOT-2602,2026-07-20,C-025,SN260200089,D1,96,59.7,2.9586,206.66,3.19
LOT-2602,2026-07-20,C-025,SN260200089,D1,168,59.49,2.9418,206.45,3.19
LOT-2602,2026-07-20,C-026,SN260200090,D2,0,31.35,3.0792,201.8,3.395
LOT-2602,2026-07-20,C-026,SN260200090,D2,24,33.79,3.0587,203.7,3.738
LOT-2602,2026-07-20,C-026,SN260200090,D2,96,37.58,3.0469,205.43,4.14
LOT-2602,2026-07-20,C-026,SN260200090,D2,168,39.5,3.0349,206.32,4.397
LOT-2602,2026-07-20,C-027,SN260200091,D3,0,52.4,3.0367,211.18,2.461
LOT-2602,2026-07-20,C-027,SN260200091,D3,24,57.59,3.0138,211.54,2.576
LOT-2602,2026-07-20,C-027,SN260200091,D3,96,62.29,2.987,212.43,2.848
LOT-2602,2026-07-20,C-027,SN260200091,D3,168,68.38,2.96,212.02,3.206
LOT-2602,2026-07-20,C-028,SN260200092,D4,0,41.64,3.0027,205.37,3.417
LOT-2602,2026-07-20,C-028,SN260200092,D4,24,44.25,2.9929,206.65,3.441
LOT-2602,2026-07-20,C-028,SN260200092,D4,96,48.33,2.9868,208.51,3.637
LOT-2602,2026-07-20,C-028,SN260200092,D4,168,51.11,2.9756,209.7,3.85
LOT-2602,2026-07-20,C-029,SN260200093,D5,0,46.94,3.008,203.67,2.351
LOT-2602,2026-07-20,C-029,SN260200093,D5,24,50.41,2.9926,204.65,2.392
LOT-2602,2026-07-20,C-029,SN260200093,D5,96,54.69,2.9918,206.85,2.664
LOT-2602,2026-07-20,C-029,SN260200093,D5,168,56.21,2.9783,208.03,2.608
LOT-2602,2026-07-20,C-030,SN260200094,D6,0,58.45,3.0134,202.9,2.847
LOT-2602,2026-07-20,C-030,SN260200094,D6,24,61.25,3.0165,204.96,3.289
LOT-2602,2026-07-20,C-030,SN260200094,D6,96,71.03,3.0224,205.85,3.783
LOT-2602,2026-07-20,C-030,SN260200094,D6,168,78.38,3.0176,207.33,4.205
LOT-2602,2026-07-20,C-031,SN260200095,D7,0,38.97,2.9566,192.73,1.708
LOT-2602,2026-07-20,C-031,SN260200095,D7,24,40.49,2.9534,193.24,1.796
LOT-2602,2026-07-20,C-031,SN260200095,D7,96,44.24,2.9712,194.39,1.83
LOT-2602,2026-07-20,C-031,SN260200095,D7,168,45.47,2.9717,193.84,1.729
LOT-2602,2026-07-20,C-032,SN260200096,D8,0,48.19,2.9411,205.85,1.725
LOT-2602,2026-07-20,C-032,SN260200096,D8,24,49.05,2.9511,217.69,1.788
LOT-2602,2026-07-20,C-032,SN260200096,D8,96,50.64,2.9551,234.58,1.91
LOT-2602,2026-07-20,C-032,SN260200096,D8,168,49.6,2.9566,245.96,1.865
LOT-2602,2026-07-20,C-033,SN260200097,E1,0,42.53,3.0837,203.2,3.715
LOT-2602,2026-07-20,C-033,SN260200097,E1,24,44.27,3.0721,204.75,3.954
LOT-2602,2026-07-20,C-033,SN260200097,E1,96,48.37,3.0635,206.42,4.179
LOT-2602,2026-07-20,C-033,SN260200097,E1,168,50.85,3.0535,206.39,4.084
LOT-2602,2026-07-20,C-034,SN260200098,E2,0,55.89,2.9538,207.18,1.79
LOT-2602,2026-07-20,C-034,SN260200098,E2,24,61.25,2.938,208.61,1.851
LOT-2602,2026-07-20,C-034,SN260200098,E2,96,66.57,2.941,210.41,2.032
LOT-2602,2026-07-20,C-034,SN260200098,E2,168,68.8,2.9374,211.12,2.082
LOT-2602,2026-07-20,C-035,SN260200099,E3,0,37.95,3.0295,202.21,2.248
LOT-2602,2026-07-20,C-035,SN260200099,E3,24,39.66,3.0316,204.3,2.254
LOT-2602,2026-07-20,C-035,SN260200099,E3,96,44.1,3.0119,204.76,2.467
LOT-2602,2026-07-20,C-035,SN260200099,E3,168,43.07,3.0078,205.62,2.608
LOT-2602,2026-07-20,C-036,SN260200100,E4,0,40.32,3.0135,204.68,1.715
LOT-2602,2026-07-20,C-036,SN260200100,E4,24,43.25,3.0016,205.24,1.963
LOT-2602,2026-07-20,C-036,SN260200100,E4,96,47.72,2.9879,206.1,2.225
LOT-2602,2026-07-20,C-036,SN260200100,E4,168,54.29,2.9842,206.67,2.323
LOT-2602,2026-07-20,C-037,SN260200101,E5,0,50.37,2.9331,201.14,2.053
LOT-2602,2026-07-20,C-037,SN260200101,E5,24,54.6,2.9115,201.64,2.122
LOT-2602,2026-07-20,C-037,SN260200101,E5,96,63.4,2.9075,203.12,2.227
LOT-2602,2026-07-20,C-037,SN260200101,E5,168,66.18,2.8868,203.34,2.372
LOT-2602,2026-07-20,C-038,SN260200102,E6,0,49.74,3.0307,210.21,1.959
LOT-2602,2026-07-20,C-038,SN260200102,E6,24,52.89,3.0256,212.06,2.13
LOT-2602,2026-07-20,C-038,SN260200102,E6,96,58.39,3.0253,213.68,2.266
LOT-2602,2026-07-20,C-038,SN260200102,E6,168,59.74,3.0259,213.87,2.305
LOT-2602,2026-07-20,C-039,SN260200103,E7,0,48.44,2.9719,202.58,2.532
LOT-2602,2026-07-20,C-039,SN260200103,E7,24,50.54,2.9783,203.53,2.728
LOT-2602,2026-07-20,C-039,SN260200103,E7,96,54.9,2.9639,205.28,2.891
LOT-2602,2026-07-20,C-039,SN260200103,E7,168,57.08,2.9661,205.31,3.099
LOT-2602,2026-07-20,C-040,SN260200104,E8,0,61.37,2.9801,204.12,3.372
LOT-2602,2026-07-20,C-040,SN260200104,E8,24,62.6,2.9765,204.91,3.74
LOT-2602,2026-07-20,C-040,SN260200104,E8,96,67.21,2.9672,205.11,3.628
LOT-2602,2026-07-20,C-040,SN260200104,E8,168,67.94,2.961,206.17,3.763
LOT-2602,2026-07-20,C-041,SN260200105,F1,0,42.38,2.9821,205.53,2.78
LOT-2602,2026-07-20,C-041,SN260200105,F1,24,43.88,2.9776,206.7,3.291
LOT-2602,2026-07-20,C-041,SN260200105,F1,96,46.74,2.9708,207.86,3.392
LOT-2602,2026-07-20,C-041,SN260200105,F1,168,49.92,2.9649,209.66,3.764
LOT-2602,2026-07-20,C-042,SN260200106,F2,0,37.81,2.8794,206.58,2.635
LOT-2602,2026-07-20,C-042,SN260200106,F2,24,39.28,2.8778,206.93,2.751
LOT-2602,2026-07-20,C-042,SN260200106,F2,96,43.72,2.8626,208.75,2.872
LOT-2602,2026-07-20,C-042,SN260200106,F2,168,45.38,2.8578,209.0,3.064
LOT-2602,2026-07-20,C-043,SN260200107,F3,0,35.42,2.9415,205.1,3.312
LOT-2602,2026-07-20,C-043,SN260200107,F3,24,39.55,2.9407,206.99,3.495
LOT-2602,2026-07-20,C-043,SN260200107,F3,96,41.32,2.9367,207.59,3.786
LOT-2602,2026-07-20,C-043,SN260200107,F3,168,45.53,2.9337,208.34,3.929
LOT-2602,2026-07-20,C-044,SN260200108,F4,0,39.29,2.9458,207.96,1.209
LOT-2602,2026-07-20,C-044,SN260200108,F4,24,41.73,2.9375,209.52,1.405
LOT-2602,2026-07-20,C-044,SN260200108,F4,96,42.95,2.905,209.78,1.509
LOT-2602,2026-07-20,C-044,SN260200108,F4,168,42.91,2.9052,210.9,1.623
LOT-2602,2026-07-20,C-045,SN260200109,F5,0,36.44,2.9794,207.32,2.253
LOT-2602,2026-07-20,C-045,SN260200109,F5,24,42.43,2.9664,208.68,2.502
LOT-2602,2026-07-20,C-045,SN260200109,F5,96,45.63,2.953,209.25,2.385
LOT-2602,2026-07-20,C-045,SN260200109,F5,168,47.26,2.9481,208.8,2.612
LOT-2602,2026-07-20,C-046,SN260200110,F6,0,55.41,3.0388,209.4,2.398
LOT-2602,2026-07-20,C-046,SN260200110,F6,24,61.69,3.014,210.31,2.48
LOT-2602,2026-07-20,C-046,SN260200110,F6,96,68.11,2.9819,212.11,2.752
LOT-2602,2026-07-20,C-046,SN260200110,F6,168,69.53,2.9669,213.22,2.58
LOT-2602,2026-07-20,C-047,SN260200111,F7,0,42.74,2.9782,208.1,2.367
LOT-2602,2026-07-20,C-047,SN260200111,F7,24,46.07,2.9776,208.65,2.522
LOT-2602,2026-07-20,C-047,SN260200111,F7,96,49.0,2.9669,210.5,2.515
LOT-2602,2026-07-20,C-047,SN260200111,F7,168,53.68,2.9648,211.21,2.561
LOT-2602,2026-07-20,C-048,SN260200112,F8,0,62.13,2.8869,209.79,1.923
LOT-2602,2026-07-20,C-048,SN260200112,F8,24,64.3,2.8805,210.24,2.226
LOT-2602,2026-07-20,C-048,SN260200112,F8,96,68.61,2.8589,210.5,2.414
LOT-2602,2026-07-20,C-048,SN260200112,F8,168,73.31,2.851,211.49,2.681
LOT-2602,2026-07-20,C-049,SN260200113,G1,0,42.18,3.8592,195.62,2.26
LOT-2602,2026-07-20,C-049,SN260200113,G1,24,48.47,3.9065,196.86,2.474
LOT-2602,2026-07-20,C-049,SN260200113,G1,96,51.81,3.9505,197.62,2.634
LOT-2602,2026-07-20,C-049,SN260200113,G1,168,57.76,3.9812,198.47,2.738
LOT-2602,2026-07-20,C-050,SN260200114,G2,0,49.96,2.9677,205.16,2.729
LOT-2602,2026-07-20,C-050,SN260200114,G2,24,54.75,2.9601,206.5,2.979
LOT-2602,2026-07-20,C-050,SN260200114,G2,96,60.7,2.9458,207.15,3.328
LOT-2602,2026-07-20,C-050,SN260200114,G2,168,63.84,2.9349,207.24,3.56
LOT-2602,2026-07-20,C-051,SN260200115,G3,0,56.3,3.205,204.32,4.13
LOT-2602,2026-07-20,C-051,SN260200115,G3,24,59.31,3.1985,206.05,4.397
LOT-2602,2026-07-20,C-051,SN260200115,G3,96,65.04,3.1918,208.22,4.717
LOT-2602,2026-07-20,C-051,SN260200115,G3,168,65.25,3.1799,208.79,4.771
LOT-2602,2026-07-20,C-052,SN260200116,G4,0,66.68,3.0264,202.93,1.888
LOT-2602,2026-07-20,C-052,SN260200116,G4,24,72.06,3.0187,203.9,2.139
LOT-2602,2026-07-20,C-052,SN260200116,G4,96,70.41,3.0058,207.12,2.247
LOT-2602,2026-07-20,C-052,SN260200116,G4,168,69.25,3.0042,209.4,2.389
LOT-2602,2026-07-20,C-053,SN260200117,G5,0,48.23,3.0542,202.88,1.894
LOT-2602,2026-07-20,C-053,SN260200117,G5,24,49.18,3.0403,203.57,1.982
LOT-2602,2026-07-20,C-053,SN260200117,G5,96,51.79,3.0139,205.24,2.045
LOT-2602,2026-07-20,C-053,SN260200117,G5,168,56.71,3.0213,206.01,2.111
LOT-2602,2026-07-20,C-054,SN260200118,G6,0,72.53,2.9582,205.38,2.495
LOT-2602,2026-07-20,C-054,SN260200118,G6,24,76.22,2.9474,206.15,2.354
LOT-2602,2026-07-20,C-054,SN260200118,G6,96,80.22,2.9346,207.48,2.708
LOT-2602,2026-07-20,C-054,SN260200118,G6,168,79.91,2.9259,208.85,2.898
LOT-2602,2026-07-20,C-055,SN260200119,G7,0,50.84,2.9647,205.88,3.229
LOT-2602,2026-07-20,C-055,SN260200119,G7,24,51.03,2.9548,207.91,3.377
LOT-2602,2026-07-20,C-055,SN260200119,G7,96,54.5,2.5658,209.85,3.336
LOT-2602,2026-07-20,C-055,SN260200119,G7,168,53.38,2.5627,210.77,3.844
LOT-2602,2026-07-20,C-056,SN260200120,G8,0,39.14,3.0446,209.61,1.841
LOT-2602,2026-07-20,C-056,SN260200120,G8,24,41.53,3.045,211.07,1.831
LOT-2602,2026-07-20,C-056,SN260200120,G8,96,42.25,3.0445,212.2,1.958
LOT-2602,2026-07-20,C-056,SN260200120,G8,168,47.15,3.0459,211.79,2.08
LOT-2602,2026-07-20,C-057,SN260200121,H1,0,72.13,2.9663,211.34,3.542
LOT-2602,2026-07-20,C-057,SN260200121,H1,24,77.95,2.9637,211.88,3.812
LOT-2602,2026-07-20,C-057,SN260200121,H1,96,83.88,2.9409,211.35,3.737
LOT-2602,2026-07-20,C-057,SN260200121,H1,168,87.57,2.9197,212.93,3.86
LOT-2602,2026-07-20,C-058,SN260200122,H2,0,45.41,3.0811,215.37,3.459
LOT-2602,2026-07-20,C-058,SN260200122,H2,24,49.46,3.0651,217.28,3.559
LOT-2602,2026-07-20,C-058,SN260200122,H2,96,54.98,3.0472,217.17,3.578
LOT-2602,2026-07-20,C-058,SN260200122,H2,168,57.79,3.0305,218.1,3.748
LOT-2602,2026-07-20,C-059,SN260200123,H3,0,56.96,3.0516,202.75,2.912
LOT-2602,2026-07-20,C-059,SN260200123,H3,24,57.6,3.0374,203.71,3.29
LOT-2602,2026-07-20,C-059,SN260200123,H3,96,59.32,3.0233,203.44,3.699
LOT-2602,2026-07-20,C-059,SN260200123,H3,168,64.76,3.0075,205.53,3.747
LOT-2602,2026-07-20,C-060,SN260200124,H4,0,71.47,3.0581,204.75,2.346
LOT-2602,2026-07-20,C-060,SN260200124,H4,24,78.08,3.0284,205.91,2.476
LOT-2602,2026-07-20,C-060,SN260200124,H4,96,85.25,3.0137,205.69,2.645
LOT-2602,2026-07-20,C-060,SN260200124,H4,168,92.96,2.9986,207.72,2.96
LOT-2602,2026-07-20,C-061,SN260200125,H5,0,40.79,3.0585,200.01,3.591
LOT-2602,2026-07-20,C-061,SN260200125,H5,24,43.37,3.0431,201.32,4.218
LOT-2602,2026-07-20,C-061,SN260200125,H5,96,46.8,3.0386,204.19,4.761
LOT-2602,2026-07-20,C-061,SN260200125,H5,168,49.54,3.0401,205.94,5.41
LOT-2602,2026-07-20,C-062,SN260200126,H6,0,46.88,3.0715,205.57,3.167
LOT-2602,2026-07-20,C-062,SN260200126,H6,24,52.1,3.0651,206.32,3.228
LOT-2602,2026-07-20,C-062,SN260200126,H6,96,58.31,3.0553,207.19,3.656
LOT-2602,2026-07-20,C-062,SN260200126,H6,168,61.47,3.0454,208.07,3.905
LOT-2602,2026-07-20,C-063,SN260200127,H7,0,29.63,2.853,208.21,2.181
LOT-2602,2026-07-20,C-063,SN260200127,H7,24,31.9,2.8318,209.0,2.172
LOT-2602,2026-07-20,C-063,SN260200127,H7,96,35.53,2.8184,211.0,2.306
LOT-2602,2026-07-20,C-063,SN260200127,H7,168,38.07,2.7942,210.13,2.34
LOT-2602,2026-07-20,C-064,SN260200128,H8,0,36.74,2.9999,197.62,2.742
LOT-2602,2026-07-20,C-064,SN260200128,H8,24,40.43,2.9792,199.36,3.123
LOT-2602,2026-07-20,C-064,SN260200128,H8,96,44.94,2.9776,200.37,3.002
LOT-2602,2026-07-20,C-064,SN260200128,H8,168,47.61,2.9575,200.46,3.322
LOT-2603,2026-08-03,C-001,SN260300129,A1,0,39.55,3.0662,202.13,2.869
LOT-2603,2026-08-03,C-001,SN260300129,A1,24,44.24,3.0627,203.65,2.946
LOT-2603,2026-08-03,C-001,SN260300129,A1,96,45.36,3.0532,206.2,2.952
LOT-2603,2026-08-03,C-001,SN260300129,A1,168,47.87,3.052,206.07,3.158
LOT-2603,2026-08-03,C-002,SN260300130,A2,0,58.29,2.9007,197.15,2.355
LOT-2603,2026-08-03,C-002,SN260300130,A2,24,63.75,2.9096,199.1,2.341
LOT-2603,2026-08-03,C-002,SN260300130,A2,96,68.55,2.8991,200.82,2.471
LOT-2603,2026-08-03,C-002,SN260300130,A2,168,71.07,2.9104,202.16,2.49
LOT-2603,2026-08-03,C-003,SN260300131,A3,0,28.88,3.0488,204.77,3.296
LOT-2603,2026-08-03,C-003,SN260300131,A3,24,31.14,3.0416,205.73,3.577
LOT-2603,2026-08-03,C-003,SN260300131,A3,96,35.23,3.0435,207.04,3.741
LOT-2603,2026-08-03,C-003,SN260300131,A3,168,37.72,3.0582,206.71,3.71
LOT-2603,2026-08-03,C-004,SN260300132,A4,0,43.87,3.0846,192.0,2.303
LOT-2603,2026-08-03,C-004,SN260300132,A4,24,43.82,3.0748,192.81,2.221
LOT-2603,2026-08-03,C-004,SN260300132,A4,96,46.08,3.0582,193.54,2.281
LOT-2603,2026-08-03,C-004,SN260300132,A4,168,48.0,3.0644,194.05,2.481
LOT-2603,2026-08-03,C-005,SN260300133,A5,0,47.76,2.9466,202.0,2.354
LOT-2603,2026-08-03,C-005,SN260300133,A5,24,48.88,2.9304,203.68,2.58
LOT-2603,2026-08-03,C-005,SN260300133,A5,96,48.8,2.9334,204.71,3.045
LOT-2603,2026-08-03,C-005,SN260300133,A5,168,49.79,2.9176,205.62,3.102
LOT-2603,2026-08-03,C-006,SN260300134,A6,0,39.75,3.1168,201.85,2.105
LOT-2603,2026-08-03,C-006,SN260300134,A6,24,43.75,3.1054,202.33,2.446
LOT-2603,2026-08-03,C-006,SN260300134,A6,96,50.22,3.0941,203.54,2.739
LOT-2603,2026-08-03,C-006,SN260300134,A6,168,58.73,3.08,204.93,2.94
LOT-2603,2026-08-03,C-007,SN260300135,A7,0,41.32,2.8785,215.1,1.493
LOT-2603,2026-08-03,C-007,SN260300135,A7,24,46.29,2.873,215.11,1.548
LOT-2603,2026-08-03,C-007,SN260300135,A7,96,52.24,2.8569,215.91,1.566
LOT-2603,2026-08-03,C-007,SN260300135,A7,168,54.59,2.8557,215.72,1.554
LOT-2603,2026-08-03,C-008,SN260300136,A8,0,31.62,2.8717,205.38,2.763
LOT-2603,2026-08-03,C-008,SN260300136,A8,24,33.14,2.8646,206.4,2.928
LOT-2603,2026-08-03,C-008,SN260300136,A8,96,33.02,2.8682,207.85,3.04
LOT-2603,2026-08-03,C-008,SN260300136,A8,168,33.51,2.8698,208.7,2.983
LOT-2603,2026-08-03,C-009,SN260300137,B1,0,35.94,2.963,209.13,2.028
LOT-2603,2026-08-03,C-009,SN260300137,B1,24,37.16,2.9514,209.21,1.972
LOT-2603,2026-08-03,C-009,SN260300137,B1,96,39.18,2.9415,209.99,2.008
LOT-2603,2026-08-03,C-009,SN260300137,B1,168,41.09,2.9278,209.61,1.954
LOT-2603,2026-08-03,C-010,SN260300138,B2,0,37.68,2.9862,192.24,3.055
LOT-2603,2026-08-03,C-010,SN260300138,B2,24,39.53,2.9878,193.14,3.12
LOT-2603,2026-08-03,C-010,SN260300138,B2,96,41.35,2.9826,194.64,3.469
LOT-2603,2026-08-03,C-010,SN260300138,B2,168,45.38,2.9856,195.96,3.403
LOT-2603,2026-08-03,C-011,SN260300139,B3,0,49.5,3.1318,202.72,2.694
LOT-2603,2026-08-03,C-011,SN260300139,B3,24,50.03,3.0122,204.69,2.576
LOT-2603,2026-08-03,C-011,SN260300139,B3,96,52.95,2.8486,206.17,2.787
LOT-2603,2026-08-03,C-011,SN260300139,B3,168,55.56,2.7234,208.93,2.673
LOT-2603,2026-08-03,C-012,SN260300140,B4,0,59.34,3.0966,202.16,2.815
LOT-2603,2026-08-03,C-012,SN260300140,B4,24,67.67,3.0938,203.75,3.114
LOT-2603,2026-08-03,C-012,SN260300140,B4,96,76.21,3.0854,206.33,3.119
LOT-2603,2026-08-03,C-012,SN260300140,B4,168,84.58,3.073,207.85,3.085
LOT-2603,2026-08-03,C-013,SN260300141,B5,0,46.86,2.921,210.44,3.393
LOT-2603,2026-08-03,C-013,SN260300141,B5,24,48.59,2.9046,211.52,3.409
LOT-2603,2026-08-03,C-013,SN260300141,B5,96,51.62,2.8945,213.13,3.463
LOT-2603,2026-08-03,C-013,SN260300141,B5,168,50.56,2.8935,212.9,3.831
LOT-2603,2026-08-03,C-014,SN260300142,B6,0,55.72,3.0868,207.84,3.02
LOT-2603,2026-08-03,C-014,SN260300142,B6,24,58.54,3.0822,208.45,2.869
LOT-2603,2026-08-03,C-014,SN260300142,B6,96,61.3,3.0711,208.54,2.828
LOT-2603,2026-08-03,C-014,SN260300142,B6,168,69.75,3.0653,209.3,2.772
LOT-2603,2026-08-03,C-015,SN260300143,B7,0,45.13,3.0335,203.7,3.199
LOT-2603,2026-08-03,C-015,SN260300143,B7,24,49.88,3.0226,204.98,3.477
LOT-2603,2026-08-03,C-015,SN260300143,B7,96,54.87,2.6266,206.78,3.548
LOT-2603,2026-08-03,C-015,SN260300143,B7,168,56.89,2.6278,208.74,3.555
LOT-2603,2026-08-03,C-016,SN260300144,B8,0,36.54,3.0643,200.16,2.819
LOT-2603,2026-08-03,C-016,SN260300144,B8,24,38.51,3.0523,200.67,2.957
LOT-2603,2026-08-03,C-016,SN260300144,B8,96,40.56,3.0484,201.74,3.039
LOT-2603,2026-08-03,C-016,SN260300144,B8,168,41.56,3.0417,202.52,3.403
LOT-2603,2026-08-03,C-017,SN260300145,C1,0,39.43,3.063,209.68,3.041
LOT-2603,2026-08-03,C-017,SN260300145,C1,24,38.36,3.054,209.56,3.189
LOT-2603,2026-08-03,C-017,SN260300145,C1,96,39.82,3.0463,211.42,3.409
LOT-2603,2026-08-03,C-017,SN260300145,C1,168,42.47,3.0427,211.48,3.377
LOT-2603,2026-08-03,C-018,SN260300146,C2,0,32.24,2.9075,207.66,3.74
LOT-2603,2026-08-03,C-018,SN260300146,C2,24,35.37,2.8963,207.46,3.939
LOT-2603,2026-08-03,C-018,SN260300146,C2,96,39.66,2.8687,208.81,4.074
LOT-2603,2026-08-03,C-018,SN260300146,C2,168,42.47,2.8517,208.84,3.869
LOT-2603,2026-08-03,C-019,SN260300147,C3,0,48.72,2.9491,205.5,2.336
LOT-2603,2026-08-03,C-019,SN260300147,C3,24,50.1,2.9443,207.25,2.619
LOT-2603,2026-08-03,C-019,SN260300147,C3,96,52.61,2.9212,209.12,2.84
LOT-2603,2026-08-03,C-019,SN260300147,C3,168,53.73,2.9218,210.84,3.115
LOT-2603,2026-08-03,C-020,SN260300148,C4,0,50.95,3.0367,201.83,1.782
LOT-2603,2026-08-03,C-020,SN260300148,C4,24,50.72,3.0293,201.77,1.857
LOT-2603,2026-08-03,C-020,SN260300148,C4,96,55.0,3.0131,202.21,2.037
LOT-2603,2026-08-03,C-020,SN260300148,C4,168,54.96,3.0057,202.07,2.12
LOT-2603,2026-08-03,C-021,SN260300149,C5,0,38.66,3.0401,209.31,2.948
LOT-2603,2026-08-03,C-021,SN260300149,C5,24,39.67,3.0438,210.47,3.468
LOT-2603,2026-08-03,C-021,SN260300149,C5,96,45.58,3.0434,211.38,3.757
LOT-2603,2026-08-03,C-021,SN260300149,C5,168,47.38,3.0427,211.59,4.26
LOT-2603,2026-08-03,C-022,SN260300150,C6,0,39.21,3.0176,207.72,2.457
LOT-2603,2026-08-03,C-022,SN260300150,C6,24,42.66,2.9973,208.74,2.812
LOT-2603,2026-08-03,C-022,SN260300150,C6,96,45.53,2.9754,209.39,3.198
LOT-2603,2026-08-03,C-022,SN260300150,C6,168,47.2,2.9606,211.06,3.529
LOT-2603,2026-08-03,C-023,SN260300151,C7,0,37.65,2.9763,200.22,3.146
LOT-2603,2026-08-03,C-023,SN260300151,C7,24,42.33,2.9674,200.48,2.94
LOT-2603,2026-08-03,C-023,SN260300151,C7,96,45.93,2.9468,202.06,3.037
LOT-2603,2026-08-03,C-023,SN260300151,C7,168,49.4,2.9363,203.69,3.01
LOT-2603,2026-08-03,C-024,SN260300152,C8,0,52.81,3.0359,200.19,4.164
